0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169
0.8030457,-0.06403157,-0.9851974,0.97393715,0.86993116,-0.9968035,0.53797776,-0.6461439,-0.9942542,0.86676395,0.6729515,-0.99861586,-0.79755336,-0.4792074,-0.99380344,0.5598401,0.55145955,-0.93487084,0.91366345,-0.8048048,-0.989856,0.5894224,-0.15246199,-0.9996138,0.93954086,0.4887973,-0.992424,0.642802,0.14608766,-0.9323204,0.3693175,0.26263598,-0.99384004,0.95502365,0.2244555,-0.9909604,-0.3848276,0.3791941,-0.9778692,0.975926,0.42247158,-0.9920497,0.029598562,-0.64311713,-0.9322741,0.5740824,-0.5001276,-0.9858506,0.9644639,-0.75029314,-0.98261744,-0.16694108,0.18497874,-0.9898045,0.813926,-0.001979799,-0.99792314,0.74480534,0.31838563,-0.98991686,-0.102187656,0.37338898,-0.98274326,0.9327577,0.10475098,-0.989349,0.93617064,-0.5336803,-0.9924053,0.6460678,-0.51792896,-0.99408746,0.9334361,0.42641905,-0.9883257,0.90648216,-0.85414433,-0.997212,0.8364908,-0.40447158,-0.98420376,0.4809515,-0.12398716,-0.9943969,0.442029,-0.56463164,-0.9981187,0.9504706,-0.8016983,-0.9991387,0.33274186,-0.056317,-0.9992643,0.8933942,-0.11862949,-0.9849628,-0.046172332,-0.36385927,-0.9946937,0.95804054,0.81766236,-0.9955286,-0.49732745,0.524635,-0.99707913,0.8496667,0.7900895,-0.99546295,0.74170697,0.8667451,-0.99298936,-0.089192316,0.567408,-0.9959705,0.22945903,-0.14707258,-0.9872604,0.9823546,0.17225935,-0.9839632,0.4102294,-0.5397657,-0.9916494,0.677046,-0.4658261,-0.94882554,0.103523396,-0.98398155,-0.98279166,-0.93730026,0.5877725,-0.15221062,0.67853916,0.72672135,0.7815866,0.5257343,0.87485594,0.9047029,0.6786148,0.6105063,0.9997857,0.83859277,-0.9999932,0.99970514,-0.9605245,-0.9991134,-0.99994415,-1.0,-0.9785483,0.99724966,-0.9998532,-0.8985359,-1.0,-0.98190504,0.99988776,0.97910213,0.49594912,0.676994,0.056269914,0.99606025,-0.98153484,-0.9999641,-0.9866671,-0.15344991,0.92006564,-0.20386712,-0.9999994,0.4980637,-0.37192667,-0.9669814
1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9999305,-1.0,1.0,-0.98332506,-1.0,1.0,1.0,-1.0,1.0,-0.5703399,-1.0,-0.9999952,1.0,-1.0,1.0,-1.0,-1.0,0.9999986,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.9999987,-1.0,-0.50014836,0.9999137,-1.0,-0.95022523,1.0,-1.0,1.0,-1.0,-1.0,0.9999997,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.999954,-1.0,-0.9996838,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.9999881,1.0,1.0,-1.0,-0.9996179,0.9964545,-1.0,1.0,-0.99999267,-1.0,1.0,-1.0,0.96257454,1.0,1.0,-1.0,1.0,-0.9999994,-1.0,-0.99999934,1.0,-1.0,1.0,1.0,-0.9999705,0.9538626,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.9998549,-1.0,1.0,-0.99761975,-1.0,1.0,0.99998367,-1.0,1.0,-1.0,-1.0,0.999975,1.0,-1.0,1.0,-1.0,-1.0,0.9827939,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.99999356,1.0,-0.9999438,1.0,0.995221,0.95832336,0.99991006,-1.0,-0.9997903,0.99999744,0.99999946,1.0,-1.0,1.0,1.0,0.9984515,-1.0,-0.9985779,0.9965595,-0.999998,-0.99969304,-0.99999887,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9973189,-1.0,-0.95604646,1.0,1.0,0.9792674,-1.0
-0.010048828,-0.76942515,-0.992096,-0.49645925,0.22058325,-0.9922694,0.84717464,-0.29004914,-0.8062978,0.909983,0.7654816,-0.99841535,-0.49911156,0.3441481,-0.95204645,-0.5964905,0.44643256,-0.9535747,0.18327644,-0.71462333,-0.9658575,0.9264867,0.64329636,-0.9921596,0.7105385,-0.070534065,-0.9926525,0.04206927,-0.7905324,-0.98894095,0.16047509,0.71928316,-0.95111513,0.3711159,-0.24400553,-0.98473835,0.8114489,-0.14844003,-0.92707974,0.72204465,0.8314551,-0.98081005,-0.2654553,0.30964118,-0.9856338,0.85754013,-0.5676677,-0.9957455,0.29054934,-0.5379144,-0.98164827,0.926571,-0.86605173,-0.9955784,-0.0050958176,-0.4080996,-0.986124,0.62312466,0.2795362,-0.9791731,0.36547866,0.65917844,-0.99174136,0.628081,-0.4850057,-0.94278777,-0.83203745,0.6653565,-0.99038213,0.7925365,-0.20690717,-0.99709165,-0.12017653,-0.5228122,-0.970166,-0.250296,0.011004748,-0.9906846,-0.57186884,0.24377261,-0.95998657,-0.29399428,0.70500785,-0.99780345,0.9080683,-0.51339567,-0.8922426,0.43847567,-0.7411391,-0.98730516,0.9693198,0.3752208,-0.99300814,0.30822605,-0.18767528,-0.57374305,-0.0870747,-0.15641922,-0.99513984,0.82887334,-0.41165376,-0.9976227,-0.13288184,0.44881648,-0.98599887,-0.5207112,-0.87359405,-0.90878165,0.51016074,-0.51510394,-0.977669,0.84936976,0.94848984,-0.9606039,0.6631624,0.40366533,-0.9892396,0.81842864,0.49984196,-0.98906153,-0.72040516,0.67466265,-0.9968163,-0.31002682,-0.17494024,-0.97905934,0.97063684,-0.99007535,-0.89929384,-0.39425087,0.36932263,0.026186006,0.35972172,0.84848756,0.61246836,0.6458959,0.34771928,0.6840671,-0.2292787,0.1793986,0.9974649,0.9825256,-0.99999285,0.9988206,0.9999988,-0.9998203,-0.99864364,0.8413291,-0.99982333,0.9898344,-0.99708796,-0.98536235,-0.99999344,0.99940985,0.99761176,0.9305599,0.17761782,0.7408091,-0.47382542,0.7256765,-0.9968535,0.9999865,-0.99997985,-0.40290013,-0.29835686,-0.72980523,-0.8830817,-0.9447133,-0.15665874,-0.93493414
0.80342156,-0.5165364,-0.9939177,-0.72975487,0.7628832,-0.99547344,0.84997934,-0.067417786,-0.9987325,-0.7128854,0.22817239,-0.996412,-0.57635874,-0.8244968,-0.98643494,0.032364156,0.16878334,-0.99569935,-0.30419102,-0.62330854,-0.9974902,0.20041908,0.21399863,-0.9984851,0.7439732,0.5203804,-0.99313956,-0.24639437,0.1293362,-0.9961389,0.17322175,-0.6029464,-0.9919547,0.682034,0.021310838,-0.994905,0.88673615,-0.8541286,-0.9802846,-0.91039014,0.8487033,-0.99482465,-0.2608667,-0.49128,-0.97699475,0.8347708,-0.9114163,-0.9915861,0.99158216,-0.6927564,-0.9980416,0.47102052,-0.55402553,-0.9952316,-0.9147046,-0.08951843,-0.9990524,-0.3169539,0.7948414,-0.99736226,0.77954715,-0.06608801,-0.6115851,0.528639,0.6550915,-0.99793893,-0.9760332,0.47546977,-0.9905933,-0.022296852,-0.40440202,-0.99437916,-0.07180399,0.7527092,-0.99267817,-0.10242519,-0.44346648,-0.9901954,0.64959985,-0.5642574,-0.9932638,0.09243978,-0.54960847,-0.9964551,0.9537339,-0.34302714,-0.98054624,0.47631058,-0.7804982,-0.99777037,0.18970923,0.23822513,-0.9963336,0.10214236,0.55543613,-0.99665403,-0.61085814,-0.15398231,-0.9956162,0.9360657,0.4901196,-0.99901956,-0.5396727,-0.15222754,-0.99564165,0.029482804,0.6284898,-0.9987508,0.8004236,0.3163862,-0.99650687,0.71607494,0.6908905,-0.9975018,0.012715719,-0.035146475,-0.99860597,0.29990572,0.4468323,-0.9926887,-0.26603916,-0.21134186,-0.9958717,-0.35611394,0.5223729,-0.9989832,-0.78137684,-0.9976366,-0.9993868,-0.9965823,0.48598173,-0.64145374,0.72118396,0.8801168,0.5713201,0.5093937,0.6862415,0.7507148,-0.102201454,-0.15620293,0.8553401,-0.99035704,0.48406872,0.9915826,-0.9999952,-0.98748535,-0.9772574,-0.99921495,-0.8670099,0.9822813,-0.99918324,-0.999907,-0.99746865,-0.9999942,0.75815696,0.9460564,0.16411081,0.92707574,-0.2021868,0.7539084,-0.9647979,-1.0,-0.9998672,-0.48477018,0.83193034,-0.8118447,-0.98452204,0.9909663,-0.32619795,-0.9396181
-0.2506267,-0.14971349,-0.96866524,-0.92523634,-0.6368466,-0.9932319,0.799634,-0.08643113,-0.984277,-0.8178788,0.33228514,-0.98784083,-0.84285855,-0.02252314,-0.9690099,0.5119725,-0.68143564,-0.9524573,-0.3210065,-0.72650063,-0.9961097,0.59068525,-0.46020603,-0.98497677,-0.3453354,-0.31852922,-0.99031055,0.08614853,-0.7078598,-0.98442173,0.72062427,0.62460035,-0.9748057,0.08678574,-0.09296856,-0.87524503,0.8349309,-0.4822901,-0.95111376,0.8843783,0.85804546,-0.9913062,0.30558476,0.6918291,-0.96613145,-0.87158257,-0.8368434,-0.94319206,-0.6154442,-0.34777614,-0.997341,-0.042492956,0.14147885,-0.9937549,0.71787405,-0.5722461,-0.97539544,0.15099339,0.66908044,-0.99407834,-0.6742391,0.47925538,-0.9925991,0.689063,0.23088835,-0.9935925,-0.10106133,-0.46241188,-0.9875912,0.8675393,-0.3008854,-0.9955671,-0.36882207,0.4273487,-0.9936214,0.7640555,0.6811339,-0.9866433,0.47188494,-0.2887221,-0.99346584,-0.39190242,0.24123578,-0.9910086,0.89942735,-0.19993411,-0.89895,0.98736405,-0.60243237,-0.96350676,0.4128351,0.08250977,-0.99310684,-0.007723512,0.81977725,-0.9692122,-0.5646343,0.5096257,-0.9823576,0.71793187,0.41621515,-0.98963606,0.24994805,-0.2693851,-0.9596106,0.5402224,0.26490358,-0.9841521,0.6622277,-0.5208833,-0.9829206,0.4952315,0.29858553,-0.93526834,0.42101857,0.37828037,-0.9640271,0.1874242,0.84135234,-0.97892314,0.09257168,-0.43244275,-0.99231976,0.81549215,0.35837775,-0.84815717,0.99190855,-0.9970663,-0.9825004,-0.9793878,0.5376899,0.18070269,0.22249901,0.9202119,0.80112237,-0.42055756,0.6935321,0.91432005,-0.53364307,-0.22125843,0.9994912,0.99999946,-0.9130074,0.9999952,0.95444953,-0.98862755,-0.9864555,-0.9998876,-0.7870434,0.8430295,-0.9979994,-0.36206165,-0.99738145,0.2295707,0.9992849,0.9919647,-0.20350754,-0.6477128,0.030202532,0.83644056,-0.9953083,1.0,0.99875134,-0.19217953,-0.14558457,0.8034135,0.74942124,0.8604432,-0.27434504,-0.97440624
-0.9317921,0.08019342,-0.9085553,-0.259485,0.47759497,-0.9898087,0.88839036,-0.3428376,-0.9783672,-0.9381238,-0.66439354,-0.9878137,-0.4246877,-0.786078,-0.70879364,0.29685193,0.28634354,-0.9794437,-0.9738689,-0.45975676,-0.97525495,-0.9267871,-0.5548019,-0.99303573,-0.64982677,0.3777218,-0.9355801,-0.41038975,-0.5846784,-0.996628,-0.2508852,0.05455131,-0.95895565,-0.111176014,-0.6964971,-0.998712,0.5748926,-0.78941315,-0.9780234,-0.36949134,0.66264635,-0.9753619,-0.79924136,-0.48551357,-0.81543213,-0.5188293,-0.22663362,-0.95951295,-0.87111455,0.47780842,-0.4572046,0.60602444,0.605123,-0.97594875,-0.94678444,-0.30041328,-0.9845022,-0.9532318,0.2194339,-0.9896773,0.09537509,0.20179856,-0.8718469,-0.7362012,0.9746774,-0.97148895,-0.65912324,-0.66507065,-0.9583567,-0.035581212,0.58308095,-0.9897481,-0.93087,-0.44543436,-0.96356,-0.53641504,-0.0026547546,-0.9906612,-0.52865076,-0.06074788,-0.99339557,-0.8888522,0.76348466,-0.9867998,-0.57226396,-0.78210366,-0.7288351,-0.71779394,-0.605644,-0.99222636,0.34775725,0.78021383,-0.99621445,-0.5032416,0.29864153,-0.953051,-0.8912731,-0.4641919,-0.99808013,0.28527185,-0.8280794,-0.99565893,-0.8928299,0.5229517,-0.98792964,-0.48082247,-0.08605381,-0.916761,0.6645913,0.5473222,-0.95855796,-0.79340106,-0.447754,-0.9230161,-0.15486316,0.09745712,-0.9503565,-0.8112465,-0.45039394,-0.9821527,-0.9986712,-0.0694957,-0.97397447,0.84071577,0.74210745,-0.98718363,-0.98421574,-0.98242605,-0.97392994,-0.9951706,0.17109224,-0.55038154,0.46748483,0.41423735,0.82768285,0.893772,0.79571784,-0.16113885,-0.2793229,-0.049854122,0.9998402,1.0,0.999009,0.9999982,0.6042727,-0.9624751,0.8978256,0.81270546,-0.8742434,0.99759924,-0.98097193,-0.99768823,0.986491,-0.9952184,0.9995494,0.96446115,0.27363503,-0.52341825,-0.3213438,0.77586466,-0.92236996,-0.99832976,-0.99197644,-0.5188309,0.5988747,-0.7544362,0.9118211,-0.68312436,-0.086634375,-0.9273959
0.7527557,0.63030446,-0.99985427,-0.5867972,-0.34487352,-0.9984264,0.543358,0.76633584,-0.99993813,-0.9934992,-0.5839174,-0.99741894,0.83907604,0.24833328,-0.99959797,-0.19860415,0.4179198,-0.9997231,-0.9521664,-0.43099853,-0.9995178,-0.5794977,-0.5868768,-0.99369526,0.97088623,-0.21407071,-0.9982647,0.09340021,0.9784078,-0.99997914,0.12615371,-0.91093373,-0.9997257,0.12594132,0.25211522,-0.99729246,0.76047784,-0.32431835,-0.9998267,-0.4920391,-0.90515816,-0.99991435,-0.35389823,-0.9036982,-0.99984866,0.70472205,-0.017833585,-0.99939924,0.8399833,-0.45536155,-0.9999812,-0.80283517,0.13464041,-0.9997657,-0.99804044,0.9235437,-0.99998814,0.9394376,0.6306612,-0.9998865,0.30415273,0.44176117,-0.9961334,0.7315485,0.1110991,-0.99992967,-0.99467283,0.4349357,-0.9998131,0.44249684,-0.9021521,-0.9986207,-0.69742656,0.11900885,-0.9999814,0.064233,-0.4298567,-0.9998419,0.56583905,0.08705366,-0.9999676,-0.014927314,0.8777065,-0.9995797,0.9432231,-0.44819978,-0.99964565,-0.38867387,-0.7953476,-0.9992526,0.35870984,0.94547236,-0.9972651,-0.34900257,-0.13527256,-0.99966365,-0.631734,0.1326562,-0.9961497,0.9230076,0.6472034,-0.9992925,-0.30143458,-0.43359947,-0.99593794,0.9933816,-0.77518266,-0.99997896,0.50899976,0.524121,-0.99931794,0.49592987,-0.6150785,-0.99982846,0.32614866,0.5351435,-0.9999922,0.70183146,0.93660486,-0.99985325,0.13498244,-0.9368269,-0.99849784,0.3939595,-0.8153338,-0.9999772,-0.7335331,-0.9999826,-0.9999989,-0.99822384,0.76259315,-0.6444064,0.8555582,0.96318346,0.685201,0.86814404,0.9942714,-0.044525214,0.69049984,0.53627,-0.17926283,-1.0,-0.9571207,0.6312842,-1.0,-0.9989174,-0.9970107,-0.99999964,-0.99769825,0.9944056,-0.9945709,-0.9999257,-0.99984145,-0.87554306,0.99681133,0.999928,0.7566901,0.9250543,-0.39825892,0.98639506,-0.9102325,-0.98361266,0.9999973,-0.7073269,0.9940895,-0.8796589,0.99736494,0.9991152,-0.16474709,-0.9975308
0.94458735,-0.932309,-0.99998116,-0.18723558,0.9218604,-0.9987345,-0.22426239,0.1298641,-0.9995863,-0.53047115,-0.5780254,-0.9986291,-0.65100795,0.46105984,-0.9999709,-0.97576606,0.13934077,-0.9996723,0.3563649,0.59384054,-0.9993904,0.08522522,-0.31394348,-0.992818,-0.12938601,-0.44894284,-0.9999787,-0.9753125,0.98654824,-0.99052495,-0.83428586,0.86920154,-0.999914,0.87193376,0.90034354,-0.99977046,0.86832184,0.62083936,-0.98850864,0.8558067,-0.96470964,-0.9999131,-0.6568517,-0.16572094,-0.999787,0.80307513,-0.0057943217,-0.9998045,0.9748024,-0.8484974,-0.9999676,-0.8814969,-0.87316024,-0.99947697,0.9998954,0.94635004,-0.99971193,0.6747089,0.937564,-0.9999038,0.8915855,-0.1492845,-0.9983494,-0.18717782,0.4233353,-0.99985886,-0.015396084,0.79341567,-0.9998469,0.21470076,-0.70304114,-0.9997211,0.17322288,-0.5215233,-0.9999069,-0.47004712,-0.1793063,-0.998048,0.012183024,-0.55704415,-0.9977629,-0.5251682,-0.83209497,-0.99928445,0.14557618,-0.76789945,-0.99967253,0.46305963,0.56034905,-0.99830884,-0.21487619,-0.09220077,-0.99979126,-0.6746701,0.25790733,-0.99965215,0.33964643,-0.59037775,-0.99939454,0.818382,-0.059367537,-0.99892277,0.5623986,-0.573954,-0.99842304,-0.13987604,-0.36780575,-0.9998573,-0.9201629,0.8051813,-0.9994356,0.7203809,-0.447051,-0.99966675,0.9392653,-0.7082824,-0.99996126,0.9292684,-0.722077,-0.9999307,0.9789345,-0.1248819,-0.9994873,-0.11322242,-0.24863583,-0.99992794,-0.7897875,-0.99984145,-0.9999468,-0.9984741,0.758541,-0.24751636,0.41535056,0.32843125,-0.12351223,0.8280666,-0.929083,0.55463266,-0.055654094,0.7318346,0.08858697,-0.37338302,-0.9999543,-0.94485843,-0.9939383,-0.9819315,-1.0,-0.9999712,-0.9998725,-0.5728157,-0.9949567,-0.997028,-0.9999961,1.0,-0.70299625,0.9928491,-0.8802695,0.9970699,-0.5895433,0.84183574,-0.9998188,-0.9999959,-1.0,-0.79592335,0.119871564,-0.4928576,-0.8890501,0.99987036,-0.31447244,-0.99919015
-0.79365784,0.24940595,-0.9966453,-0.92875326,0.7309674,-0.9771418,0.105578855,-0.9155248,-0.99940574,-0.76080996,0.10082988,-0.99801034,-0.33338624,-0.987555,-0.9914684,-0.96830225,-0.5084217,-0.9973697,-0.67328453,-0.8584115,-0.9988709,0.82331556,-0.6995968,-0.9949511,0.4230154,-0.5043092,-0.9947286,0.386,0.42843533,-0.99601054,-0.9678999,-0.08647851,-0.9982115,0.59495026,-0.93029475,-0.9974791,0.9173186,0.32643712,-0.9995672,-0.010872222,0.80815667,-0.99410945,-0.9454748,-0.45217675,-0.996469,0.3016936,-0.90095824,-0.9990544,-0.41276264,0.28585675,-0.999371,0.31471634,0.34446797,-0.99831325,0.9493243,0.8955656,-0.99819607,-0.7717929,0.03193714,-0.99820244,0.1816819,0.5229708,-0.9965797,0.658531,-0.6979793,-0.9988954,-0.9969652,-0.078171335,-0.9992423,-0.44976503,-0.39692476,-0.99620193,-0.53005874,0.09489259,-0.999658,-0.8007105,0.88571197,-0.9994872,-0.12683882,-0.44246453,-0.99661976,-0.316048,0.822312,-0.9992961,0.6933296,-0.4046185,-0.9765051,0.78126293,-0.019890517,-0.9951274,0.041337628,0.13962385,-0.9983359,-0.49509004,0.14798519,-0.99901664,0.08300832,0.8628569,-0.9667492,0.35393256,0.047007043,-0.99954003,-0.818069,0.44195357,-0.98886013,-0.49476263,0.653193,-0.9997073,0.91854024,0.2983339,-0.9976652,-0.75301456,0.7021583,-0.9952511,-0.5299313,0.10135128,-0.9881301,0.29079953,0.60602105,-0.9977103,-0.07992255,-0.66863304,-0.9997865,0.77156836,-0.6794515,-0.9979177,0.95995975,-0.9988304,-0.9960724,-0.99944496,0.55970997,-0.44421047,0.81017363,0.7445158,0.83907604,0.38050014,-0.32199627,-0.18738641,0.18152139,0.17809844,0.9999329,1.0,-0.97129583,0.9999252,0.9552209,-0.9940975,-0.36346173,0.9006424,-0.8742183,0.9998922,-0.9996059,-0.24658632,-0.99350077,0.9997502,0.99999964,0.9983842,0.33359614,0.48345742,-0.23929936,0.9742988,-0.9717053,-0.9999606,0.99987084,-0.006590932,0.50698495,-0.30254784,-0.9948512,0.77717936,-0.5330123,-0.98385674
-0.6130305,-0.8979074,-0.96394676,-0.89966005,0.8668399,-0.99516785,0.95864123,-0.73839694,-0.9926953,0.86931837,0.29376373,-0.9992762,0.2795851,-0.8947162,-0.9844955,-0.77281773,0.2919871,-0.9973663,-0.64303315,-0.8824508,-0.9793795,0.63587403,-0.71423244,-0.9955631,0.8001961,0.60942245,-0.9992824,0.2683962,-0.54170233,-0.99750155,-0.952132,0.7643874,-0.9995197,0.04916223,-0.033593826,-0.9998951,0.8263514,0.98117673,-0.9706221,0.08962972,-0.033356037,-0.9957346,-0.85561484,-0.5743652,-0.9851619,0.3933725,0.61023974,-0.9930054,0.0839177,0.5480464,-0.97127116,0.3919037,-0.731414,-0.9958137,0.88967663,-0.73969805,-0.9989524,0.04596216,-0.25544298,-0.99902326,0.9573758,0.8477049,-0.9991849,-0.67677456,0.5801187,-0.9989318,-0.72514963,0.10235958,-0.9995039,-0.34992695,0.74636513,-0.997558,-0.1996519,-0.6948119,-0.99188364,-0.1124586,0.7239071,-0.99692595,-0.6574073,-0.1301179,-0.99898505,-0.24896947,0.544638,-0.9995358,-0.90606034,-0.8927633,-0.74113816,-0.46209437,-0.014003078,-0.96915436,0.9454691,0.30248138,-0.99853987,-0.67492294,-0.01875076,-0.999517,-0.8692091,0.1645183,-0.99787444,0.90715533,-0.5290282,-0.9991642,-0.92369324,0.29814908,-0.9997628,-0.7469741,-0.75321126,-0.80799484,0.894131,0.9113312,-0.99414504,0.98812795,-0.80947804,-0.99567086,0.5570568,0.047597975,-0.9962824,0.04500515,-0.451892,-0.99963355,-0.3933746,-0.56847066,-0.999026,0.69390637,0.2568746,-0.99500287,0.9549556,-0.98834217,-0.98495454,-0.988802,-0.510163,-0.14499539,0.43488923,-0.15557621,0.8790477,0.9403028,-0.32300323,0.37039196,-0.48420405,0.5476933,0.99998504,1.0,0.62805986,0.99998695,0.99999917,-0.9973186,-0.7061141,0.99205,-0.9997796,0.9956685,-0.9995241,-0.999989,0.9908552,0.9999997,1.0,0.93544877,-0.48276168,0.035329282,-0.56315637,0.99715537,-0.99942875,-0.8449186,-1.0,-0.72862583,-0.68774337,-0.44766453,-0.99999934,0.2577857,-0.22558641,-0.9289585
